Company_Name,ESG_Score,Risk_Category
GreenTech_02710_Ltd,78,Medium
GreenTech_02711_Ltd,63,High
GreenTech_02712_Ltd,52,High
GreenTech_02713_Ltd,73,Medium
GreenTech_02714_Ltd,86,Low
GreenTech_02715_Ltd,65,High
GreenTech_02716_Ltd,53,High
GreenTech_02717_Ltd,73,Medium
GreenTech_02718_Ltd,83,Low
GreenTech_02719_Ltd,79,Medium
GreenTech_02720_Ltd,67,Medium
GreenTech_02721_Ltd,68,Medium
GreenTech_02722_Ltd,80,Medium
GreenTech_02723_Ltd,68,Medium
GreenTech_02724_Ltd,68,Medium
GreenTech_02725_Ltd,71,Medium
GreenTech_02726_Ltd,73,Medium
GreenTech_02727_Ltd,94,Low
GreenTech_02728_Ltd,61,High
GreenTech_02729_Ltd,79,Medium
GreenTech_02730_Ltd,87,Low
GreenTech_02731_Ltd,80,Medium
GreenTech_02732_Ltd,85,Low
GreenTech_02733_Ltd,68,Medium
GreenTech_02734_Ltd,94,Low
GreenTech_02735_Ltd,85,Low
GreenTech_02736_Ltd,79,Medium
GreenTech_02737_Ltd,82,Low
GreenTech_02738_Ltd,67,Medium
GreenTech_02739_Ltd,77,Medium
GreenTech_02740_Ltd,60,High
GreenTech_02741_Ltd,94,Low
GreenTech_02742_Ltd,82,Low
GreenTech_02743_Ltd,66,Medium
GreenTech_02744_Ltd,55,High
GreenTech_02745_Ltd,53,High
GreenTech_02746_Ltd,69,Medium
GreenTech_02747_Ltd,76,Medium
GreenTech_02748_Ltd,64,High
GreenTech_02749_Ltd,55,High
GreenTech_02750_Ltd,63,High
GreenTech_02751_Ltd,60,High
GreenTech_02752_Ltd,88,Low
GreenTech_02753_Ltd,58,High
GreenTech_02754_Ltd,75,Medium
GreenTech_02755_Ltd,65,High
GreenTech_02756_Ltd,54,High
GreenTech_02757_Ltd,59,High
GreenTech_02758_Ltd,52,High
GreenTech_02759_Ltd,62,High
GreenTech_02760_Ltd,92,Low
GreenTech_02761_Ltd,79,Medium
GreenTech_02762_Ltd,94,Low
GreenTech_02763_Ltd,55,High
GreenTech_02764_Ltd,66,Medium
GreenTech_02765_Ltd,94,Low
GreenTech_02766_Ltd,68,Medium
GreenTech_02767_Ltd,91,Low
GreenTech_02768_Ltd,84,Low
GreenTech_02769_Ltd,75,Medium
GreenTech_02770_Ltd,54,High
GreenTech_02771_Ltd,78,Medium
GreenTech_02772_Ltd,86,Low
GreenTech_02773_Ltd,69,Medium
GreenTech_02774_Ltd,70,Medium
GreenTech_02775_Ltd,59,High
GreenTech_02776_Ltd,54,High
GreenTech_02777_Ltd,85,Low
GreenTech_02778_Ltd,55,High
GreenTech_02779_Ltd,75,Medium
GreenTech_02780_Ltd,53,High
GreenTech_02781_Ltd,88,Low
GreenTech_02782_Ltd,88,Low
GreenTech_02783_Ltd,84,Low
GreenTech_02784_Ltd,50,High
GreenTech_02785_Ltd,73,Medium
GreenTech_02786_Ltd,85,Low
GreenTech_02787_Ltd,55,High
GreenTech_02788_Ltd,90,Low
GreenTech_02789_Ltd,93,Low
GreenTech_02790_Ltd,80,Medium
GreenTech_02791_Ltd,69,Medium
GreenTech_02792_Ltd,73,Medium
GreenTech_02793_Ltd,74,Medium
GreenTech_02794_Ltd,85,Low
GreenTech_02795_Ltd,70,Medium
GreenTech_02796_Ltd,79,Medium
GreenTech_02797_Ltd,73,Medium
GreenTech_02798_Ltd,93,Low
GreenTech_02799_Ltd,91,Low
GreenTech_02800_Ltd,79,Medium
GreenTech_02801_Ltd,71,Medium
GreenTech_02802_Ltd,77,Medium
GreenTech_02803_Ltd,56,High
GreenTech_02804_Ltd,84,Low
GreenTech_02805_Ltd,77,Medium
GreenTech_02806_Ltd,63,High
GreenTech_02807_Ltd,59,High
GreenTech_02808_Ltd,65,High
GreenTech_02809_Ltd,65,High
GreenTech_02810_Ltd,80,Medium
GreenTech_02811_Ltd,91,Low
GreenTech_02812_Ltd,74,Medium
GreenTech_02813_Ltd,62,High
GreenTech_02814_Ltd,55,High
GreenTech_02815_Ltd,93,Low
GreenTech_02816_Ltd,58,High
GreenTech_02817_Ltd,94,Low
GreenTech_02818_Ltd,85,Low
GreenTech_02819_Ltd,92,Low
GreenTech_02820_Ltd,69,Medium
GreenTech_02821_Ltd,67,Medium
GreenTech_02822_Ltd,92,Low
GreenTech_02823_Ltd,70,Medium
GreenTech_02824_Ltd,53,High
GreenTech_02825_Ltd,82,Low
GreenTech_02826_Ltd,76,Medium
GreenTech_02827_Ltd,56,High
GreenTech_02828_Ltd,55,High
GreenTech_02829_Ltd,64,High
GreenTech_02830_Ltd,67,Medium
GreenTech_02831_Ltd,81,Low
GreenTech_02832_Ltd,60,High
GreenTech_02833_Ltd,69,Medium
GreenTech_02834_Ltd,73,Medium
GreenTech_02835_Ltd,64,High
GreenTech_02836_Ltd,56,High
GreenTech_02837_Ltd,70,Medium
GreenTech_02838_Ltd,91,Low
GreenTech_02839_Ltd,75,Medium
GreenTech_02840_Ltd,93,Low
GreenTech_02841_Ltd,63,High
GreenTech_02842_Ltd,86,Low
GreenTech_02843_Ltd,70,Medium
GreenTech_02844_Ltd,67,Medium
GreenTech_02845_Ltd,54,High
GreenTech_02846_Ltd,52,High
GreenTech_02847_Ltd,72,Medium
GreenTech_02848_Ltd,75,Medium
GreenTech_02849_Ltd,86,Low
GreenTech_02850_Ltd,73,Medium
GreenTech_02851_Ltd,68,Medium
GreenTech_02852_Ltd,74,Medium
GreenTech_02853_Ltd,70,Medium
GreenTech_02854_Ltd,61,High
GreenTech_02855_Ltd,90,Low
GreenTech_02856_Ltd,82,Low
GreenTech_02857_Ltd,53,High
GreenTech_02858_Ltd,91,Low
GreenTech_02859_Ltd,56,High
GreenTech_02860_Ltd,71,Medium
GreenTech_02861_Ltd,82,Low
GreenTech_02862_Ltd,66,Medium
GreenTech_02863_Ltd,73,Medium
GreenTech_02864_Ltd,83,Low
GreenTech_02865_Ltd,77,Medium
GreenTech_02866_Ltd,92,Low
GreenTech_02867_Ltd,90,Low
GreenTech_02868_Ltd,88,Low
GreenTech_02869_Ltd,71,Medium
GreenTech_02870_Ltd,66,Medium
GreenTech_02871_Ltd,83,Low
GreenTech_02872_Ltd,55,High
GreenTech_02873_Ltd,55,High
GreenTech_02874_Ltd,83,Low
GreenTech_02875_Ltd,50,High
GreenTech_02876_Ltd,59,High
GreenTech_02877_Ltd,70,Medium
GreenTech_02878_Ltd,54,High
GreenTech_02879_Ltd,51,High
GreenTech_02880_Ltd,71,Medium
GreenTech_02881_Ltd,51,High
GreenTech_02882_Ltd,59,High
GreenTech_02883_Ltd,83,Low
GreenTech_02884_Ltd,65,High
GreenTech_02885_Ltd,88,Low
GreenTech_02886_Ltd,71,Medium
GreenTech_02887_Ltd,61,High
GreenTech_02888_Ltd,73,Medium
GreenTech_02889_Ltd,89,Low
GreenTech_02890_Ltd,87,Low
GreenTech_02891_Ltd,59,High
GreenTech_02892_Ltd,84,Low
GreenTech_02893_Ltd,81,Low
GreenTech_02894_Ltd,56,High
GreenTech_02895_Ltd,70,Medium
GreenTech_02896_Ltd,69,Medium
GreenTech_02897_Ltd,75,Medium
GreenTech_02898_Ltd,53,High
GreenTech_02899_Ltd,71,Medium
GreenTech_02900_Ltd,64,High
GreenTech_02901_Ltd,89,Low
GreenTech_02902_Ltd,70,Medium
GreenTech_02903_Ltd,64,High
GreenTech_02904_Ltd,71,Medium
GreenTech_02905_Ltd,77,Medium
GreenTech_02906_Ltd,63,High
GreenTech_02907_Ltd,76,Medium
GreenTech_02908_Ltd,90,Low
GreenTech_02909_Ltd,89,Low
GreenTech_02910_Ltd,77,Medium
GreenTech_02911_Ltd,75,Medium
GreenTech_02912_Ltd,51,High
GreenTech_02913_Ltd,74,Medium
GreenTech_02914_Ltd,52,High
GreenTech_02915_Ltd,57,High
GreenTech_02916_Ltd,93,Low
GreenTech_02917_Ltd,82,Low
GreenTech_02918_Ltd,91,Low
GreenTech_02919_Ltd,84,Low
GreenTech_02920_Ltd,55,High
GreenTech_02921_Ltd,88,Low
GreenTech_02922_Ltd,72,Medium
GreenTech_02923_Ltd,74,Medium
GreenTech_02924_Ltd,92,Low
GreenTech_02925_Ltd,68,Medium
GreenTech_02926_Ltd,54,High
GreenTech_02927_Ltd,60,High
GreenTech_02928_Ltd,61,High
GreenTech_02929_Ltd,59,High
GreenTech_02930_Ltd,57,High
GreenTech_02931_Ltd,73,Medium
GreenTech_02932_Ltd,77,Medium
GreenTech_02933_Ltd,90,Low
GreenTech_02934_Ltd,85,Low
GreenTech_02935_Ltd,86,Low
GreenTech_02936_Ltd,70,Medium
GreenTech_02937_Ltd,57,High
GreenTech_02938_Ltd,58,High
GreenTech_02939_Ltd,64,High
GreenTech_02940_Ltd,89,Low
GreenTech_02941_Ltd,67,Medium
GreenTech_02942_Ltd,91,Low
GreenTech_02943_Ltd,69,Medium
GreenTech_02944_Ltd,55,High
GreenTech_02945_Ltd,61,High
GreenTech_02946_Ltd,51,High
GreenTech_02947_Ltd,56,High
GreenTech_02948_Ltd,65,High
GreenTech_02949_Ltd,52,High
GreenTech_02950_Ltd,94,Low
GreenTech_02951_Ltd,52,High
GreenTech_02952_Ltd,76,Medium
GreenTech_02953_Ltd,92,Low
GreenTech_02954_Ltd,89,Low
GreenTech_02955_Ltd,87,Low
GreenTech_02956_Ltd,82,Low
GreenTech_02957_Ltd,77,Medium
GreenTech_02958_Ltd,50,High
GreenTech_02959_Ltd,57,High
GreenTech_02960_Ltd,86,Low
GreenTech_02961_Ltd,81,Low
GreenTech_02962_Ltd,92,Low
GreenTech_02963_Ltd,86,Low
GreenTech_02964_Ltd,53,High
GreenTech_02965_Ltd,79,Medium
GreenTech_02966_Ltd,55,High
GreenTech_02967_Ltd,68,Medium
GreenTech_02968_Ltd,81,Low
GreenTech_02969_Ltd,58,High
GreenTech_02970_Ltd,61,High
GreenTech_02971_Ltd,60,High
GreenTech_02972_Ltd,65,High
GreenTech_02973_Ltd,50,High
GreenTech_02974_Ltd,94,Low
GreenTech_02975_Ltd,70,Medium
GreenTech_02976_Ltd,79,Medium
GreenTech_02977_Ltd,62,High
GreenTech_02978_Ltd,83,Low
GreenTech_02979_Ltd,53,High
GreenTech_02980_Ltd,77,Medium
GreenTech_02981_Ltd,87,Low
GreenTech_02982_Ltd,80,Medium
GreenTech_02983_Ltd,76,Medium
GreenTech_02984_Ltd,54,High
GreenTech_02985_Ltd,74,Medium
GreenTech_02986_Ltd,52,High
GreenTech_02987_Ltd,82,Low
GreenTech_02988_Ltd,53,High
GreenTech_02989_Ltd,74,Medium
GreenTech_02990_Ltd,69,Medium
GreenTech_02991_Ltd,83,Low
GreenTech_02992_Ltd,75,Medium
GreenTech_02993_Ltd,54,High
GreenTech_02994_Ltd,84,Low
GreenTech_02995_Ltd,77,Medium
GreenTech_02996_Ltd,78,Medium
GreenTech_02997_Ltd,58,High
GreenTech_02998_Ltd,87,Low
GreenTech_02999_Ltd,55,High
GreenTech_03000_Ltd,68,Medium
GreenTech_03001_Ltd,93,Low
GreenTech_03002_Ltd,60,High
GreenTech_03003_Ltd,51,High
GreenTech_03004_Ltd,93,Low
GreenTech_03005_Ltd,93,Low
GreenTech_03006_Ltd,58,High
GreenTech_03007_Ltd,70,Medium
GreenTech_03008_Ltd,73,Medium
GreenTech_03009_Ltd,83,Low
GreenTech_03010_Ltd,71,Medium
GreenTech_03011_Ltd,52,High
GreenTech_03012_Ltd,61,High
GreenTech_03013_Ltd,77,Medium
GreenTech_03014_Ltd,79,Medium
GreenTech_03015_Ltd,75,Medium
GreenTech_03016_Ltd,70,Medium
GreenTech_03017_Ltd,77,Medium
GreenTech_03018_Ltd,75,Medium
GreenTech_03019_Ltd,82,Low
GreenTech_03020_Ltd,70,Medium
GreenTech_03021_Ltd,84,Low
GreenTech_03022_Ltd,83,Low
GreenTech_03023_Ltd,90,Low
GreenTech_03024_Ltd,67,Medium
GreenTech_03025_Ltd,60,High
GreenTech_03026_Ltd,72,Medium
GreenTech_03027_Ltd,71,Medium
GreenTech_03028_Ltd,66,Medium
GreenTech_03029_Ltd,54,High
GreenTech_03030_Ltd,93,Low
GreenTech_03031_Ltd,60,High
GreenTech_03032_Ltd,79,Medium
GreenTech_03033_Ltd,64,High
GreenTech_03034_Ltd,76,Medium
GreenTech_03035_Ltd,84,Low
GreenTech_03036_Ltd,82,Low
GreenTech_03037_Ltd,69,Medium
GreenTech_03038_Ltd,65,High
GreenTech_03039_Ltd,83,Low
GreenTech_03040_Ltd,51,High
GreenTech_03041_Ltd,84,Low
GreenTech_03042_Ltd,89,Low
GreenTech_03043_Ltd,77,Medium
GreenTech_03044_Ltd,88,Low
GreenTech_03045_Ltd,55,High
GreenTech_03046_Ltd,58,High
GreenTech_03047_Ltd,69,Medium
GreenTech_03048_Ltd,50,High
GreenTech_03049_Ltd,57,High
GreenTech_03050_Ltd,72,Medium
GreenTech_03051_Ltd,52,High
GreenTech_03052_Ltd,53,High
GreenTech_03053_Ltd,74,Medium
GreenTech_03054_Ltd,87,Low
GreenTech_03055_Ltd,64,High
GreenTech_03056_Ltd,70,Medium
GreenTech_03057_Ltd,84,Low
GreenTech_03058_Ltd,63,High
GreenTech_03059_Ltd,85,Low
GreenTech_03060_Ltd,61,High
GreenTech_03061_Ltd,66,Medium
GreenTech_03062_Ltd,88,Low
GreenTech_03063_Ltd,58,High
GreenTech_03064_Ltd,84,Low
GreenTech_03065_Ltd,62,High
GreenTech_03066_Ltd,64,High
GreenTech_03067_Ltd,67,Medium
GreenTech_03068_Ltd,82,Low
GreenTech_03069_Ltd,55,High
GreenTech_03070_Ltd,76,Medium
GreenTech_03071_Ltd,72,Medium
GreenTech_03072_Ltd,76,Medium
GreenTech_03073_Ltd,83,Low
GreenTech_03074_Ltd,87,Low
GreenTech_03075_Ltd,63,High
GreenTech_03076_Ltd,85,Low
GreenTech_03077_Ltd,57,High
GreenTech_03078_Ltd,84,Low
GreenTech_03079_Ltd,68,Medium
GreenTech_03080_Ltd,79,Medium
GreenTech_03081_Ltd,63,High
GreenTech_03082_Ltd,69,Medium
GreenTech_03083_Ltd,74,Medium
GreenTech_03084_Ltd,89,Low
GreenTech_03085_Ltd,73,Medium
GreenTech_03086_Ltd,63,High
GreenTech_03087_Ltd,75,Medium
GreenTech_03088_Ltd,87,Low
GreenTech_03089_Ltd,72,Medium
GreenTech_03090_Ltd,71,Medium
GreenTech_03091_Ltd,68,Medium
GreenTech_03092_Ltd,52,High
GreenTech_03093_Ltd,91,Low
GreenTech_03094_Ltd,68,Medium
GreenTech_03095_Ltd,58,High
GreenTech_03096_Ltd,77,Medium
GreenTech_03097_Ltd,69,Medium
GreenTech_03098_Ltd,94,Low
GreenTech_03099_Ltd,56,High
GreenTech_03100_Ltd,63,High
GreenTech_03101_Ltd,58,High
GreenTech_03102_Ltd,68,Medium
GreenTech_03103_Ltd,63,High
GreenTech_03104_Ltd,87,Low
GreenTech_03105_Ltd,85,Low
GreenTech_03106_Ltd,89,Low
GreenTech_03107_Ltd,66,Medium
GreenTech_03108_Ltd,79,Medium
GreenTech_03109_Ltd,58,High
GreenTech_03110_Ltd,82,Low
GreenTech_03111_Ltd,74,Medium
GreenTech_03112_Ltd,63,High
GreenTech_03113_Ltd,60,High
GreenTech_03114_Ltd,84,Low
GreenTech_03115_Ltd,90,Low
GreenTech_03116_Ltd,63,High
GreenTech_03117_Ltd,79,Medium
GreenTech_03118_Ltd,90,Low
GreenTech_03119_Ltd,53,High
GreenTech_03120_Ltd,53,High
GreenTech_03121_Ltd,77,Medium
GreenTech_03122_Ltd,57,High
GreenTech_03123_Ltd,51,High
GreenTech_03124_Ltd,90,Low
GreenTech_03125_Ltd,71,Medium
GreenTech_03126_Ltd,90,Low
GreenTech_03127_Ltd,65,High
GreenTech_03128_Ltd,78,Medium
GreenTech_03129_Ltd,79,Medium
GreenTech_03130_Ltd,61,High
GreenTech_03131_Ltd,84,Low
GreenTech_03132_Ltd,60,High
GreenTech_03133_Ltd,70,Medium
GreenTech_03134_Ltd,70,Medium
GreenTech_03135_Ltd,54,High
GreenTech_03136_Ltd,69,Medium
GreenTech_03137_Ltd,86,Low
GreenTech_03138_Ltd,52,High
GreenTech_03139_Ltd,93,Low
GreenTech_03140_Ltd,82,Low
GreenTech_03141_Ltd,58,High
GreenTech_03142_Ltd,58,High
GreenTech_03143_Ltd,53,High
GreenTech_03144_Ltd,84,Low
GreenTech_03145_Ltd,66,Medium
GreenTech_03146_Ltd,83,Low
GreenTech_03147_Ltd,73,Medium
GreenTech_03148_Ltd,81,Low
GreenTech_03149_Ltd,50,High
GreenTech_03150_Ltd,57,High
GreenTech_03151_Ltd,94,Low
GreenTech_03152_Ltd,72,Medium
GreenTech_03153_Ltd,89,Low
GreenTech_03154_Ltd,61,High
GreenTech_03155_Ltd,61,High
GreenTech_03156_Ltd,64,High
GreenTech_03157_Ltd,90,Low
GreenTech_03158_Ltd,68,Medium
GreenTech_03159_Ltd,75,Medium
GreenTech_03160_Ltd,78,Medium
GreenTech_03161_Ltd,71,Medium
GreenTech_03162_Ltd,89,Low
GreenTech_03163_Ltd,70,Medium
GreenTech_03164_Ltd,87,Low
GreenTech_03165_Ltd,69,Medium
GreenTech_03166_Ltd,78,Medium
GreenTech_03167_Ltd,53,High
GreenTech_03168_Ltd,56,High
GreenTech_03169_Ltd,77,Medium
GreenTech_03170_Ltd,77,Medium
GreenTech_03171_Ltd,53,High
GreenTech_03172_Ltd,71,Medium
GreenTech_03173_Ltd,61,High
GreenTech_03174_Ltd,94,Low
GreenTech_03175_Ltd,52,High
GreenTech_03176_Ltd,71,Medium
GreenTech_03177_Ltd,93,Low
GreenTech_03178_Ltd,51,High
GreenTech_03179_Ltd,73,Medium
GreenTech_03180_Ltd,83,Low
GreenTech_03181_Ltd,76,Medium
GreenTech_03182_Ltd,90,Low
GreenTech_03183_Ltd,50,High
GreenTech_03184_Ltd,57,High
GreenTech_03185_Ltd,72,Medium
GreenTech_03186_Ltd,87,Low
GreenTech_03187_Ltd,55,High
GreenTech_03188_Ltd,71,Medium
GreenTech_03189_Ltd,74,Medium
GreenTech_03190_Ltd,67,Medium
GreenTech_03191_Ltd,66,Medium
GreenTech_03192_Ltd,61,High
GreenTech_03193_Ltd,55,High
GreenTech_03194_Ltd,75,Medium
GreenTech_03195_Ltd,76,Medium
GreenTech_03196_Ltd,57,High
GreenTech_03197_Ltd,68,Medium
GreenTech_03198_Ltd,91,Low
GreenTech_03199_Ltd,50,High
GreenTech_03200_Ltd,78,Medium
GreenTech_03201_Ltd,94,Low
GreenTech_03202_Ltd,84,Low
GreenTech_03203_Ltd,89,Low
GreenTech_03204_Ltd,63,High
GreenTech_03205_Ltd,84,Low
GreenTech_03206_Ltd,94,Low
GreenTech_03207_Ltd,69,Medium
GreenTech_03208_Ltd,62,High
GreenTech_03209_Ltd,87,Low
GreenTech_03210_Ltd,57,High
GreenTech_03211_Ltd,92,Low
GreenTech_03212_Ltd,69,Medium
GreenTech_03213_Ltd,82,Low
GreenTech_03214_Ltd,75,Medium
GreenTech_03215_Ltd,88,Low
GreenTech_03216_Ltd,70,Medium
GreenTech_03217_Ltd,91,Low
GreenTech_03218_Ltd,92,Low
GreenTech_03219_Ltd,90,Low
GreenTech_03220_Ltd,58,High
GreenTech_03221_Ltd,73,Medium
GreenTech_03222_Ltd,86,Low
GreenTech_03223_Ltd,90,Low
GreenTech_03224_Ltd,66,Medium
GreenTech_03225_Ltd,73,Medium
GreenTech_03226_Ltd,70,Medium
GreenTech_03227_Ltd,88,Low
GreenTech_03228_Ltd,90,Low
GreenTech_03229_Ltd,88,Low
GreenTech_03230_Ltd,62,High
GreenTech_03231_Ltd,60,High
GreenTech_03232_Ltd,68,Medium
GreenTech_03233_Ltd,60,High
GreenTech_03234_Ltd,62,High
GreenTech_03235_Ltd,94,Low
GreenTech_03236_Ltd,50,High
GreenTech_03237_Ltd,89,Low
GreenTech_03238_Ltd,93,Low
GreenTech_03239_Ltd,68,Medium
GreenTech_03240_Ltd,61,High
GreenTech_03241_Ltd,57,High
GreenTech_03242_Ltd,57,High
GreenTech_03243_Ltd,94,Low
GreenTech_03244_Ltd,61,High
GreenTech_03245_Ltd,82,Low
GreenTech_03246_Ltd,94,Low
GreenTech_03247_Ltd,75,Medium
GreenTech_03248_Ltd,88,Low
GreenTech_03249_Ltd,77,Medium
GreenTech_03250_Ltd,54,High
GreenTech_03251_Ltd,57,High
GreenTech_03252_Ltd,74,Medium
GreenTech_03253_Ltd,76,Medium
GreenTech_03254_Ltd,72,Medium
GreenTech_03255_Ltd,79,Medium
GreenTech_03256_Ltd,94,Low
GreenTech_03257_Ltd,72,Medium
GreenTech_03258_Ltd,69,Medium
GreenTech_03259_Ltd,67,Medium
GreenTech_03260_Ltd,67,Medium
GreenTech_03261_Ltd,51,High
GreenTech_03262_Ltd,53,High
GreenTech_03263_Ltd,79,Medium
GreenTech_03264_Ltd,82,Low
GreenTech_03265_Ltd,85,Low
GreenTech_03266_Ltd,67,Medium
GreenTech_03267_Ltd,86,Low
GreenTech_03268_Ltd,68,Medium
GreenTech_03269_Ltd,77,Medium
GreenTech_03270_Ltd,89,Low
GreenTech_03271_Ltd,69,Medium
GreenTech_03272_Ltd,82,Low
GreenTech_03273_Ltd,61,High
GreenTech_03274_Ltd,64,High
GreenTech_03275_Ltd,90,Low
GreenTech_03276_Ltd,88,Low
GreenTech_03277_Ltd,51,High
GreenTech_03278_Ltd,78,Medium
GreenTech_03279_Ltd,90,Low
GreenTech_03280_Ltd,59,High
GreenTech_03281_Ltd,51,High
GreenTech_03282_Ltd,60,High
GreenTech_03283_Ltd,62,High
GreenTech_03284_Ltd,59,High
GreenTech_03285_Ltd,63,High
GreenTech_03286_Ltd,67,Medium
GreenTech_03287_Ltd,58,High
GreenTech_03288_Ltd,88,Low
GreenTech_03289_Ltd,77,Medium
GreenTech_03290_Ltd,52,High
GreenTech_03291_Ltd,69,Medium
GreenTech_03292_Ltd,55,High
GreenTech_03293_Ltd,76,Medium
GreenTech_03294_Ltd,51,High
GreenTech_03295_Ltd,78,Medium
GreenTech_03296_Ltd,87,Low
GreenTech_03297_Ltd,52,High
GreenTech_03298_Ltd,65,High
GreenTech_03299_Ltd,79,Medium
GreenTech_03300_Ltd,89,Low
GreenTech_03301_Ltd,51,High
GreenTech_03302_Ltd,66,Medium
GreenTech_03303_Ltd,90,Low
GreenTech_03304_Ltd,61,High
GreenTech_03305_Ltd,84,Low
GreenTech_03306_Ltd,92,Low
GreenTech_03307_Ltd,50,High
GreenTech_03308_Ltd,94,Low
GreenTech_03309_Ltd,64,High
GreenTech_03310_Ltd,75,Medium
GreenTech_03311_Ltd,86,Low
GreenTech_03312_Ltd,70,Medium
GreenTech_03313_Ltd,80,Medium
GreenTech_03314_Ltd,74,Medium
GreenTech_03315_Ltd,72,Medium
GreenTech_03316_Ltd,73,Medium
GreenTech_03317_Ltd,87,Low
GreenTech_03318_Ltd,77,Medium
GreenTech_03319_Ltd,70,Medium
GreenTech_03320_Ltd,92,Low
GreenTech_03321_Ltd,67,Medium
GreenTech_03322_Ltd,85,Low
GreenTech_03323_Ltd,84,Low
GreenTech_03324_Ltd,94,Low
GreenTech_03325_Ltd,58,High
GreenTech_03326_Ltd,87,Low
GreenTech_03327_Ltd,79,Medium
GreenTech_03328_Ltd,93,Low
GreenTech_03329_Ltd,83,Low
GreenTech_03330_Ltd,81,Low
GreenTech_03331_Ltd,52,High
GreenTech_03332_Ltd,52,High
GreenTech_03333_Ltd,77,Medium
GreenTech_03334_Ltd,93,Low
GreenTech_03335_Ltd,64,High
GreenTech_03336_Ltd,90,Low
GreenTech_03337_Ltd,72,Medium
GreenTech_03338_Ltd,89,Low
GreenTech_03339_Ltd,60,High
GreenTech_03340_Ltd,81,Low
GreenTech_03341_Ltd,85,Low
GreenTech_03342_Ltd,82,Low
GreenTech_03343_Ltd,73,Medium
GreenTech_03344_Ltd,88,Low
GreenTech_03345_Ltd,83,Low
GreenTech_03346_Ltd,77,Medium
GreenTech_03347_Ltd,86,Low
GreenTech_03348_Ltd,56,High
GreenTech_03349_Ltd,53,High
GreenTech_03350_Ltd,86,Low
GreenTech_03351_Ltd,50,High
GreenTech_03352_Ltd,50,High
GreenTech_03353_Ltd,69,Medium
GreenTech_03354_Ltd,68,Medium
GreenTech_03355_Ltd,78,Medium
GreenTech_03356_Ltd,59,High
GreenTech_03357_Ltd,67,Medium
GreenTech_03358_Ltd,77,Medium
GreenTech_03359_Ltd,84,Low
GreenTech_03360_Ltd,92,Low
GreenTech_03361_Ltd,80,Medium
GreenTech_03362_Ltd,76,Medium
GreenTech_03363_Ltd,60,High
GreenTech_03364_Ltd,87,Low
GreenTech_03365_Ltd,54,High
GreenTech_03366_Ltd,57,High
GreenTech_03367_Ltd,83,Low
GreenTech_03368_Ltd,61,High
GreenTech_03369_Ltd,87,Low
GreenTech_03370_Ltd,50,High
GreenTech_03371_Ltd,80,Medium
GreenTech_03372_Ltd,53,High
GreenTech_03373_Ltd,94,Low
GreenTech_03374_Ltd,54,High
GreenTech_03375_Ltd,79,Medium
GreenTech_03376_Ltd,73,Medium
GreenTech_03377_Ltd,52,High
GreenTech_03378_Ltd,60,High
GreenTech_03379_Ltd,94,Low
GreenTech_03380_Ltd,53,High
GreenTech_03381_Ltd,75,Medium
GreenTech_03382_Ltd,76,Medium
GreenTech_03383_Ltd,92,Low
GreenTech_03384_Ltd,76,Medium
GreenTech_03385_Ltd,91,Low
GreenTech_03386_Ltd,55,High
GreenTech_03387_Ltd,64,High
GreenTech_03388_Ltd,79,Medium
GreenTech_03389_Ltd,91,Low
GreenTech_03390_Ltd,86,Low
GreenTech_03391_Ltd,86,Low
GreenTech_03392_Ltd,91,Low
GreenTech_03393_Ltd,86,Low
GreenTech_03394_Ltd,84,Low
GreenTech_03395_Ltd,72,Medium
GreenTech_03396_Ltd,55,High
GreenTech_03397_Ltd,53,High
GreenTech_03398_Ltd,67,Medium
GreenTech_03399_Ltd,58,High
GreenTech_03400_Ltd,78,Medium
GreenTech_03401_Ltd,62,High
GreenTech_03402_Ltd,66,Medium
GreenTech_03403_Ltd,94,Low
GreenTech_03404_Ltd,81,Low
GreenTech_03405_Ltd,71,Medium
GreenTech_03406_Ltd,53,High
GreenTech_03407_Ltd,54,High
GreenTech_03408_Ltd,86,Low
GreenTech_03409_Ltd,90,Low
GreenTech_03410_Ltd,62,High
GreenTech_03411_Ltd,83,Low
GreenTech_03412_Ltd,94,Low
GreenTech_03413_Ltd,71,Medium
GreenTech_03414_Ltd,72,Medium
GreenTech_03415_Ltd,52,High
GreenTech_03416_Ltd,91,Low
GreenTech_03417_Ltd,83,Low
GreenTech_03418_Ltd,81,Low
GreenTech_03419_Ltd,94,Low
GreenTech_03420_Ltd,70,Medium
GreenTech_03421_Ltd,93,Low
GreenTech_03422_Ltd,70,Medium
GreenTech_03423_Ltd,93,Low
GreenTech_03424_Ltd,60,High
GreenTech_03425_Ltd,88,Low
GreenTech_03426_Ltd,53,High
GreenTech_03427_Ltd,50,High
GreenTech_03428_Ltd,77,Medium
GreenTech_03429_Ltd,73,Medium
GreenTech_03430_Ltd,84,Low
GreenTech_03431_Ltd,62,High
GreenTech_03432_Ltd,83,Low
GreenTech_03433_Ltd,60,High
GreenTech_03434_Ltd,85,Low
GreenTech_03435_Ltd,66,Medium
GreenTech_03436_Ltd,84,Low
GreenTech_03437_Ltd,67,Medium
GreenTech_03438_Ltd,89,Low
GreenTech_03439_Ltd,71,Medium
GreenTech_03440_Ltd,73,Medium
GreenTech_03441_Ltd,68,Medium
GreenTech_03442_Ltd,86,Low
GreenTech_03443_Ltd,88,Low
