Project_ID,ROI_Percentage
P009108,6.53
P009109,8.94
P009110,7.0
P009111,11.55
P009112,9.59
P009113,8.37
P009114,11.0
P009115,4.61
P009116,8.96
P009117,10.45
P009118,5.64
P009119,13.47
P009120,8.73
P009121,15.46
P009122,7.59
P009123,17.46
P009124,9.96
P009125,7.96
P009126,11.77
P009127,10.88
P009128,7.53
P009129,9.69
P009130,9.99
P009131,6.65
P009132,9.64
P009133,10.54
P009134,4.46
P009135,6.65
P009136,5.27
P009137,14.86
P009138,17.19
P009139,7.0
P009140,10.92
P009141,5.21
P009142,4.23
P009143,13.01
P009144,12.19
P009145,10.96
P009146,17.32
P009147,8.7
P009148,6.28
P009149,13.14
P009150,17.04
P009151,4.42
P009152,13.06
P009153,15.73
P009154,4.67
P009155,12.57
P009156,4.7
P009157,6.75
P009158,11.86
P009159,15.35
P009160,15.94
P009161,16.66
P009162,7.74
P009163,8.37
P009164,10.62
P009165,11.3
P009166,6.38
P009167,12.07
P009168,17.7
P009169,17.81
P009170,9.87
P009171,15.54
P009172,7.84
P009173,11.87
P009174,16.87
P009175,13.73
P009176,11.11
P009177,5.04
P009178,10.78
P009179,7.48
P009180,4.63
P009181,11.12
P009182,16.79
P009183,11.03
P009184,12.26
P009185,15.44
P009186,17.93
P009187,14.63
P009188,15.79
P009189,16.12
P009190,13.49
P009191,7.39
P009192,14.14
P009193,4.1
P009194,17.32
P009195,12.0
P009196,17.24
P009197,5.84
P009198,4.15
P009199,5.13
P009200,14.05
P009201,9.02
P009202,10.6
P009203,8.84
P009204,17.23
P009205,13.76
P009206,6.97
P009207,11.96
P009208,7.86
P009209,8.36
P009210,4.58
P009211,10.73
P009212,8.53
P009213,14.5
P009214,4.4
P009215,9.14
P009216,11.66
P009217,5.85
P009218,8.16
P009219,13.73
P009220,10.12
P009221,11.08
P009222,4.39
P009223,15.9
P009224,11.77
P009225,5.85
P009226,16.01
P009227,4.88
P009228,7.45
P009229,11.48
P009230,6.59
P009231,4.01
P009232,10.78
P009233,17.38
P009234,13.96
P009235,12.29
P009236,13.95
P009237,7.65
P009238,14.85
P009239,4.78
P009240,6.32
P009241,10.29
P009242,10.96
P009243,11.78
P009244,17.78
P009245,8.66
P009246,4.02
P009247,9.41
P009248,17.0
P009249,4.66
P009250,14.46
P009251,10.0
P009252,11.88
P009253,13.45
P009254,4.52
P009255,15.0
P009256,10.1
P009257,18.0
P009258,4.73
P009259,11.54
P009260,5.74
P009261,15.23
P009262,4.27
P009263,13.1
P009264,8.38
P009265,13.4
P009266,17.44
P009267,15.25
P009268,13.33
P009269,13.7
P009270,5.52
P009271,6.86
P009272,12.6
P009273,10.14
P009274,16.27
P009275,8.42
P009276,16.73
P009277,13.84
P009278,17.21
P009279,12.58
P009280,15.44
P009281,16.54
P009282,15.77
P009283,14.65
P009284,11.56
P009285,6.41
P009286,8.29
P009287,15.12
P009288,8.88
P009289,6.93
P009290,12.12
P009291,13.73
P009292,17.63
P009293,8.85
P009294,4.13
P009295,10.52
P009296,9.17
P009297,10.03
P009298,4.48
P009299,13.37
P009300,13.9
P009301,14.77
P009302,16.15
P009303,11.42
P009304,12.56
P009305,10.75
P009306,7.54
P009307,12.12
P009308,9.28
P009309,7.7
P009310,8.0
P009311,14.19
P009312,9.59
P009313,15.54
P009314,8.68
P009315,9.34
P009316,9.09
P009317,9.84
P009318,7.18
P009319,10.54
P009320,17.6
P009321,6.09
P009322,4.4
P009323,12.1
P009324,16.26
P009325,14.08
P009326,7.39
P009327,14.67
P009328,6.69
P009329,12.57
P009330,13.96
P009331,17.4
P009332,13.75
P009333,13.58
P009334,15.96
P009335,5.03
P009336,14.11
P009337,16.59
P009338,10.71
P009339,4.84
P009340,5.54
P009341,12.07
P009342,9.06
P009343,14.04
P009344,13.64
P009345,8.58
P009346,11.78
P009347,12.95
P009348,6.45
P009349,11.84
P009350,4.39
P009351,5.81
P009352,6.68
P009353,16.83
P009354,10.54
P009355,12.6
P009356,4.88
P009357,9.38
P009358,12.09
P009359,11.79
P009360,8.13
P009361,13.71
P009362,16.83
P009363,15.42
P009364,6.79
P009365,16.48
P009366,14.61
P009367,17.17
P009368,5.99
P009369,4.13
P009370,17.1
P009371,12.51
P009372,12.97
P009373,11.38
P009374,11.08
P009375,13.37
P009376,5.06
P009377,14.91
P009378,8.41
P009379,6.78
P009380,16.25
P009381,4.75
P009382,8.11
P009383,6.74
P009384,6.14
P009385,16.13
P009386,14.71
P009387,10.86
P009388,4.6
P009389,14.36
P009390,12.71
P009391,17.3
P009392,13.65
P009393,15.33
P009394,11.48
P009395,10.24
P009396,9.3
P009397,13.31
P009398,15.43
P009399,5.27
P009400,16.09
P009401,5.51
P009402,16.31
P009403,4.41
P009404,13.88
P009405,5.01
P009406,8.31
P009407,7.6
P009408,13.45
P009409,15.14
P009410,5.38
P009411,16.28
P009412,13.69
P009413,12.11
P009414,6.56
P009415,15.08
P009416,9.94
P009417,16.22
P009418,6.29
P009419,12.75
P009420,13.07
P009421,4.6
P009422,7.32
P009423,11.97
P009424,11.14
P009425,4.95
P009426,12.77
P009427,14.24
P009428,15.28
P009429,10.87
P009430,14.08
P009431,6.64
P009432,15.7
P009433,11.07
P009434,16.5
P009435,10.34
P009436,12.09
P009437,12.67
P009438,8.84
P009439,10.5
P009440,10.08
P009441,12.36
P009442,6.68
P009443,7.12
P009444,15.1
P009445,13.71
P009446,17.13
P009447,10.89
P009448,4.67
P009449,15.82
P009450,16.92
P009451,8.76
P009452,14.8
P009453,13.99
P009454,15.91
P009455,17.18
P009456,17.68
P009457,9.72
P009458,4.41
P009459,4.6
P009460,12.64
P009461,6.56
P009462,15.52
P009463,4.74
P009464,5.13
P009465,12.35
P009466,8.78
P009467,10.66
P009468,10.92
P009469,17.43
P009470,12.56
P009471,4.47
P009472,7.69
P009473,14.6
P009474,5.41
P009475,11.94
P009476,4.95
P009477,5.49
P009478,9.37
P009479,5.26
P009480,13.26
P009481,11.55
P009482,17.41
P009483,17.92
P009484,4.93
P009485,11.3
P009486,14.54
P009487,4.7
P009488,13.48
P009489,14.12
P009490,13.76
P009491,9.26
P009492,11.44
P009493,14.51
P009494,11.13
P009495,12.62
P009496,15.65
P009497,7.63
P009498,6.75
P009499,9.73
P009500,11.04
P009501,10.3
P009502,16.87
P009503,16.36
P009504,17.5
P009505,13.09
P009506,17.25
P009507,7.63
P009508,4.72
P009509,7.61
P009510,5.5
P009511,5.92
P009512,9.43
P009513,9.93
P009514,12.5
P009515,10.62
P009516,9.36
P009517,5.49
P009518,4.68
P009519,17.31
P009520,11.04
P009521,4.83
P009522,13.54
P009523,16.58
P009524,11.88
P009525,17.56
P009526,16.58
P009527,16.21
P009528,12.0
P009529,6.25
P009530,8.0
P009531,7.19
P009532,4.62
P009533,8.14
P009534,11.38
P009535,16.46
P009536,17.74
P009537,10.39
P009538,11.78
P009539,17.9
P009540,4.97
P009541,15.58
P009542,7.55
P009543,8.16
P009544,14.95
P009545,5.66
P009546,6.93
P009547,13.15
P009548,14.67
P009549,12.21
P009550,11.15
P009551,12.54
P009552,8.78
P009553,12.88
P009554,11.74
P009555,12.84
P009556,8.85
P009557,4.5
P009558,5.1
P009559,9.71
P009560,10.96
P009561,13.83
P009562,7.58
P009563,8.89
P009564,13.91
P009565,12.37
P009566,11.24
P009567,5.55
P009568,7.21
P009569,10.26
P009570,13.69
P009571,13.74
P009572,15.71
P009573,12.55
P009574,7.77
P009575,17.73
P009576,15.21
P009577,9.91
P009578,8.04
P009579,16.68
P009580,11.4
P009581,16.95
P009582,9.43
P009583,9.6
P009584,11.6
P009585,5.55
P009586,12.7
P009587,12.79
P009588,5.11
P009589,17.78
P009590,11.15
P009591,4.68
P009592,10.88
P009593,16.72
P009594,15.81
P009595,5.85
P009596,10.28
P009597,17.4
P009598,7.05
P009599,14.37
P009600,6.32
P009601,10.06
P009602,6.69
P009603,8.94
P009604,12.46
P009605,6.23
P009606,11.11
P009607,10.77
P009608,16.52
P009609,4.72
P009610,13.85
P009611,10.68
P009612,5.0
P009613,9.95
P009614,11.41
P009615,17.5
P009616,14.52
P009617,12.41
P009618,15.51
P009619,16.15
P009620,5.76
P009621,12.71
P009622,8.14
P009623,16.16
P009624,6.99
P009625,8.52
P009626,14.74
P009627,6.01
P009628,4.26
P009629,12.09
P009630,10.54
P009631,12.32
P009632,12.7
P009633,13.94
P009634,11.59
P009635,16.1
P009636,17.94
P009637,12.33
P009638,14.41
P009639,7.9
P009640,11.55
P009641,9.07
P009642,5.05
P009643,13.85
P009644,11.28
P009645,6.72
P009646,5.39
P009647,10.59
P009648,9.68
P009649,7.48
P009650,10.72
P009651,11.34
P009652,5.81
P009653,15.88
P009654,4.62
P009655,12.2
P009656,11.12
P009657,12.79
P009658,8.28
P009659,8.8
P009660,14.8
P009661,9.25
P009662,14.11
P009663,13.77
P009664,8.15
P009665,7.12
P009666,17.96
P009667,15.86
P009668,17.7
P009669,16.61
P009670,7.11
P009671,10.74
P009672,7.16
P009673,11.83
P009674,10.74
P009675,6.74
P009676,15.7
P009677,7.2
P009678,17.94
P009679,10.55
P009680,6.81
P009681,13.99
P009682,11.82
P009683,6.55
P009684,7.21
P009685,11.1
P009686,4.83
P009687,11.39
P009688,15.41
P009689,9.53
P009690,14.06
P009691,14.61
P009692,12.18
P009693,17.44
P009694,8.32
P009695,10.35
P009696,5.31
P009697,6.4
P009698,17.64
P009699,7.88
P009700,8.09
P009701,15.74
P009702,7.49
P009703,5.46
P009704,12.37
P009705,13.52
P009706,13.18
P009707,11.88
P009708,14.19
P009709,17.69
P009710,8.98
P009711,17.92
P009712,16.15
P009713,4.07
P009714,6.02
P009715,8.11
P009716,6.95
P009717,12.57
P009718,13.01
P009719,16.48
P009720,4.95
P009721,9.37
P009722,9.66
P009723,12.5
P009724,15.75
P009725,14.37
P009726,12.87
P009727,10.26
P009728,8.12
P009729,16.46
P009730,14.32
P009731,15.79
P009732,11.75
P009733,8.79
P009734,9.17
P009735,15.06
P009736,15.0
P009737,4.14
P009738,6.78
P009739,14.66
P009740,9.32
P009741,13.57
P009742,17.96
P009743,11.26
P009744,16.33
P009745,11.53
P009746,17.33
P009747,15.26
P009748,9.53
P009749,9.6
P009750,5.38
P009751,13.1
P009752,16.31
P009753,8.14
P009754,7.89
P009755,7.18
P009756,16.31
P009757,8.19
P009758,7.43
P009759,16.52
P009760,12.68
P009761,12.91
P009762,8.8
P009763,15.82
P009764,11.88
P009765,12.74
P009766,10.5
P009767,5.06
P009768,11.46
P009769,13.0
P009770,9.31
P009771,13.55
P009772,14.67
P009773,13.63
P009774,6.26
P009775,7.4
P009776,8.85
P009777,14.04
P009778,6.76
P009779,10.0
P009780,12.54
P009781,9.97
P009782,10.62
P009783,15.67
P009784,13.86
P009785,6.15
P009786,15.86
P009787,6.37
P009788,10.12
P009789,11.83
P009790,16.58
P009791,8.29
P009792,15.78
P009793,12.3
P009794,17.95
P009795,8.64
P009796,16.51
P009797,10.21
P009798,12.98
P009799,15.17
P009800,14.23
P009801,4.11
P009802,6.54
P009803,15.61
P009804,10.71
P009805,12.13
P009806,9.45
P009807,8.27
P009808,9.55
P009809,14.54
P009810,14.89
P009811,6.56
P009812,14.87
P009813,5.01
P009814,17.55
P009815,8.29
P009816,8.67
P009817,14.9
P009818,7.42
P009819,11.63
P009820,11.59
P009821,14.81
P009822,15.3
P009823,7.56
P009824,9.36
P009825,12.07
P009826,8.51
P009827,16.05
P009828,4.2
P009829,9.6
P009830,12.89
P009831,7.67
P009832,11.9
P009833,12.79
P009834,5.57
P009835,8.82
P009836,9.01
P009837,4.91
P009838,11.82
P009839,9.7
P009840,10.43
P009841,5.46
P009842,13.85
P009843,15.74
P009844,12.06
P009845,7.77
P009846,10.32
P009847,9.26
P009848,17.49
P009849,13.23
P009850,9.29
P009851,12.49
P009852,15.58
P009853,6.71
P009854,7.71
P009855,10.66
P009856,14.72
P009857,11.27
P009858,10.3
P009859,9.77
P009860,17.65
P009861,4.32
P009862,6.19
P009863,14.0
P009864,17.51
P009865,14.09
P009866,7.7
P009867,9.66
P009868,11.47
P009869,4.66
P009870,4.56
P009871,5.74
P009872,4.32
P009873,16.76
P009874,6.67
P009875,10.17
P009876,17.02
P009877,7.51
P009878,4.0
P009879,16.55
P009880,13.67
P009881,14.83
P009882,16.26
P009883,10.85
P009884,16.25
P009885,6.71
P009886,16.32
P009887,5.61
P009888,11.23
P009889,12.82
P009890,13.5
P009891,16.76
P009892,14.96
P009893,6.1
P009894,4.96
P009895,10.85
P009896,5.47
P009897,8.75
P009898,5.87
P009899,12.01
P009900,8.12
P009901,15.27
P009902,6.7
P009903,14.8
P009904,16.17
P009905,12.79
P009906,16.87
P009907,9.05
P009908,6.81
P009909,8.91
P009910,14.37
P009911,5.22
P009912,14.4
P009913,15.07
P009914,5.83
P009915,17.1
P009916,10.47
P009917,6.08
P009918,4.87
P009919,8.32
P009920,4.31
P009921,13.61
P009922,12.18
P009923,6.59
P009924,9.87
P009925,14.93
P009926,12.03
P009927,14.26
P009928,16.83
P009929,10.13
P009930,17.62
P009931,5.1
P009932,5.78
P009933,15.2
P009934,11.36
P009935,10.32
P009936,16.85
P009937,14.1
P009938,14.95
P009939,15.03
P009940,6.25
P009941,14.76
P009942,9.36
P009943,15.29
P009944,12.31
P009945,14.6
P009946,5.86
P009947,4.07
P009948,14.24
P009949,17.04
P009950,5.27
P009951,8.26
P009952,7.68
P009953,7.21
P009954,11.42
P009955,10.31
P009956,7.7
P009957,9.58
P009958,10.36
P009959,17.55
P009960,13.29
P009961,15.97
P009962,4.79
P009963,9.73
P009964,17.15
P009965,5.66
P009966,16.25
P009967,5.15
P009968,10.19
P009969,4.18
P009970,5.16
P009971,10.29
P009972,14.82
P009973,15.57
P009974,11.57
P009975,7.11
P009976,16.09
P009977,5.34
P009978,15.74
P009979,10.89
P009980,12.66
P009981,12.3
P009982,4.24
P009983,4.54
P009984,12.78
P009985,7.69
P009986,10.84
P009987,16.3
P009988,7.66
P009989,7.02
P009990,13.32
P009991,14.05
P009992,4.21
P009993,14.99
P009994,4.78
P009995,10.27
P009996,11.94
P009997,8.03
P009998,13.31
P009999,17.93
P010000,5.67
P010001,14.13
P010002,8.43
P010003,11.27
P010004,7.65
P010005,16.96
P010006,6.97
P010007,12.75
P010008,8.11
P010009,4.58
P010010,10.67
P010011,16.5
P010012,16.21
P010013,11.8
P010014,7.27
P010015,7.18
P010016,8.67
P010017,13.28
P010018,4.61
P010019,13.08
P010020,11.29
P010021,4.8
P010022,5.71
P010023,10.32
P010024,13.67
P010025,5.87
P010026,12.56
P010027,17.36
P010028,7.6
P010029,13.22
P010030,6.97
P010031,12.18
P010032,9.9
P010033,16.93
P010034,7.49
P010035,11.14
P010036,5.1
P010037,6.46
P010038,7.6
P010039,13.5
P010040,13.0
P010041,6.38
P010042,12.43
P010043,7.94
P010044,13.02
P010045,13.53
P010046,7.71
P010047,8.84
P010048,6.66
P010049,13.17
P010050,7.0
P010051,6.33
P010052,11.71
P010053,9.67
P010054,15.15
P010055,15.13
P010056,14.63
P010057,11.0
P010058,13.48
P010059,8.77
P010060,7.5
P010061,13.25
P010062,6.58
P010063,17.84
P010064,4.44
P010065,16.89
P010066,12.05
P010067,13.01
P010068,8.65
P010069,10.56
P010070,16.19
P010071,5.93
P010072,11.18
P010073,15.08
P010074,15.05
P010075,11.07
P010076,16.97
P010077,17.31
P010078,7.61
P010079,12.83
P010080,10.52
P010081,10.23
P010082,6.38
P010083,7.81
P010084,9.48
P010085,9.91
P010086,9.14
P010087,11.75
P010088,12.98
P010089,7.83
P010090,10.76
P010091,11.97
P010092,7.83
P010093,12.91
P010094,7.57
P010095,9.27
P010096,5.61
P010097,14.95
P010098,12.06
P010099,6.37
P010100,15.21
P010101,17.52
P010102,13.98
P010103,17.31
P010104,9.56
P010105,6.13
P010106,13.18
P010107,12.25
P010108,10.71
P010109,14.75
P010110,11.74
P010111,13.06
P010112,4.73
P010113,9.46
P010114,16.79
P010115,17.36
P010116,11.63
P010117,7.99
P010118,11.28
P010119,9.92
P010120,4.86
P010121,11.31
P010122,7.53
P010123,16.98
P010124,11.38
P010125,14.71
P010126,4.19
P010127,6.75
P010128,13.9
P010129,14.24
P010130,8.8
P010131,6.21
P010132,8.66
P010133,6.81
P010134,8.68
P010135,11.09
P010136,7.6
P010137,8.13
P010138,9.7
P010139,8.29
P010140,8.26
P010141,10.11
P010142,17.26
P010143,6.1
P010144,10.91
P010145,10.64
P010146,4.22
P010147,17.41
P010148,4.87
P010149,5.17
P010150,8.93
P010151,16.55
P010152,16.08
P010153,10.08
P010154,17.48
P010155,13.43
P010156,6.56
P010157,8.13
P010158,11.35
P010159,10.96
P010160,8.9
P010161,16.59
P010162,10.41
P010163,12.04
P010164,16.4
P010165,6.68
P010166,6.28
P010167,11.68
P010168,17.35
P010169,11.33
P010170,9.89
P010171,13.19
P010172,14.61
P010173,10.23
P010174,8.74
P010175,5.06
P010176,13.12
P010177,10.24
P010178,6.06
P010179,10.17
P010180,11.52
P010181,16.58
P010182,9.89
P010183,14.38
P010184,15.83
P010185,9.4
P010186,9.05
P010187,4.8
P010188,14.22
P010189,10.44
P010190,15.25
P010191,17.99
P010192,13.64
P010193,7.39
P010194,16.83
P010195,8.27
P010196,5.87
P010197,15.2
P010198,10.18
P010199,4.47
P010200,6.57
P010201,5.74
P010202,8.02
P010203,12.0
P010204,14.61
P010205,7.57
P010206,8.59
P010207,10.5
P010208,5.68
P010209,9.71
P010210,17.06
P010211,7.34
P010212,6.82
P010213,17.86
P010214,12.16
P010215,9.7
P010216,6.85
P010217,6.5
P010218,11.66
P010219,5.04
P010220,16.0
P010221,9.69
P010222,13.16
P010223,5.33
P010224,5.05
P010225,5.65
P010226,14.15
P010227,14.56
P010228,7.7
P010229,16.16
P010230,8.44
P010231,6.11
P010232,16.66
P010233,6.02
P010234,4.61
P010235,8.75
P010236,11.23
P010237,10.95
P010238,14.2
P010239,17.7
P010240,17.61
P010241,11.71
P010242,17.41
P010243,12.16
P010244,17.7
P010245,12.14
P010246,10.37
P010247,12.76
P010248,7.11
P010249,7.88
P010250,11.37
P010251,12.01
P010252,6.17
P010253,9.69
P010254,11.3
P010255,10.76
P010256,14.29
P010257,11.26
P010258,17.6
P010259,5.43
P010260,12.18
P010261,16.01
P010262,16.6
P010263,11.14
P010264,9.22
P010265,8.07
P010266,6.12
P010267,12.95
P010268,7.26
P010269,5.23
P010270,11.68
P010271,11.14
P010272,14.93
P010273,16.41
P010274,14.65
P010275,12.45
P010276,4.74
P010277,14.69
P010278,6.91
P010279,9.65
P010280,8.32
P010281,14.64
P010282,7.86
P010283,16.3
P010284,15.57
P010285,17.21
P010286,16.45
P010287,8.25
P010288,12.47
P010289,15.82
P010290,16.97
P010291,4.48
P010292,4.15
P010293,8.51
P010294,7.83
P010295,9.36
P010296,6.75
P010297,16.36
P010298,16.1
P010299,10.11
P010300,8.9
P010301,5.21
P010302,12.94
P010303,7.55
P010304,13.78
P010305,8.6
P010306,17.7
P010307,16.98
P010308,7.84
P010309,12.63
P010310,17.3
P010311,11.61
P010312,7.29
P010313,14.81
P010314,13.75
P010315,10.9
P010316,8.02
P010317,15.35
P010318,10.61
P010319,9.6
P010320,5.09
P010321,8.45
P010322,17.79
P010323,16.48
P010324,10.32
P010325,15.61
P010326,12.16
P010327,17.02
P010328,10.8
P010329,10.64
P010330,5.13
P010331,10.18
P010332,17.46
P010333,14.44
P010334,13.23
P010335,14.17
P010336,4.82
P010337,15.65
P010338,4.3
P010339,6.88
P010340,17.61
P010341,16.01
P010342,6.51
P010343,10.86
P010344,13.53
P010345,14.42
P010346,17.82
P010347,7.32
P010348,14.72
P010349,4.1
P010350,5.88
P010351,7.35
P010352,10.73
P010353,13.87
P010354,10.63
P010355,4.53
P010356,16.37
P010357,12.88
P010358,6.18
P010359,8.62
P010360,15.31
P010361,8.01
P010362,11.42
P010363,13.93
P010364,13.32
P010365,5.66
P010366,14.92
P010367,5.61
P010368,6.58
P010369,12.88
P010370,5.5
P010371,5.69
P010372,6.76
P010373,9.74
P010374,7.78
P010375,10.82
P010376,17.91
P010377,12.53
P010378,10.12
P010379,13.7
P010380,7.37
P010381,4.1
P010382,12.28
P010383,7.86
P010384,7.96
P010385,14.36
P010386,8.28
P010387,17.94
P010388,4.21
P010389,14.55
P010390,11.56
P010391,12.25
P010392,10.71
P010393,11.27
P010394,14.4
P010395,14.95
P010396,8.27
P010397,8.07
P010398,6.88
P010399,4.26
P010400,11.27
P010401,13.04
P010402,13.32
P010403,5.05
P010404,17.23
P010405,4.81
P010406,13.48
P010407,7.68
P010408,9.26
P010409,9.09
P010410,16.83
P010411,4.92
P010412,11.07
P010413,7.78
P010414,16.7
P010415,6.12
P010416,5.27
P010417,16.23
P010418,16.47
P010419,16.17
P010420,6.52
P010421,4.6
P010422,10.23
P010423,17.03
P010424,8.62
P010425,16.04
P010426,4.44
P010427,8.81
P010428,8.88
P010429,16.94
P010430,16.85
P010431,17.11
P010432,13.67
P010433,5.52
P010434,7.16
P010435,17.51
P010436,7.1
P010437,6.62
P010438,15.61
P010439,5.62
P010440,11.56
P010441,15.81
P010442,13.32
P010443,13.22
P010444,13.44
P010445,15.83
P010446,6.33
P010447,10.06
P010448,8.59
P010449,14.04
P010450,16.87
P010451,17.29
P010452,15.44
P010453,12.47
P010454,4.36
P010455,5.65
P010456,9.57
P010457,12.13
P010458,6.92
P010459,8.01
P010460,8.87
P010461,6.65
P010462,14.06
P010463,16.86
P010464,16.89
P010465,9.76
P010466,11.95
P010467,14.35
P010468,7.14
P010469,4.15
P010470,5.09
P010471,8.63
P010472,6.1
P010473,6.2
P010474,7.67
P010475,12.48
P010476,15.19
P010477,4.79
P010478,6.86
P010479,17.74
P010480,14.59
P010481,14.1
P010482,11.49
P010483,16.62
P010484,7.98
P010485,8.62
P010486,10.48
P010487,7.59
P010488,5.91
P010489,12.47
P010490,4.34
P010491,7.67
P010492,11.92
P010493,11.17
P010494,12.04
P010495,17.0
P010496,5.19
P010497,16.46
P010498,10.95
P010499,5.26
P010500,5.24
P010501,12.49
P010502,9.75
P010503,9.63
P010504,7.36
P010505,5.4
P010506,10.12
P010507,14.22
P010508,13.97
P010509,10.28
P010510,4.03
P010511,17.51
P010512,12.09
P010513,15.86
P010514,10.44
P010515,5.26
P010516,11.04
P010517,12.63
P010518,8.66
P010519,12.35
P010520,12.05
P010521,11.7
P010522,15.85
P010523,4.35
P010524,11.31
P010525,16.58
P010526,16.13
P010527,10.82
P010528,7.69
P010529,17.0
P010530,12.9
P010531,5.2
P010532,17.61
P010533,16.5
P010534,12.98
P010535,6.9
P010536,12.77
P010537,4.79
P010538,5.96
P010539,11.74
P010540,13.71
P010541,9.85
P010542,9.94
P010543,8.27
P010544,10.12
P010545,6.81
P010546,5.93
P010547,8.25
P010548,12.31
P010549,6.51
P010550,13.86
P010551,8.96
P010552,12.84
P010553,17.02
P010554,16.2
P010555,4.1
P010556,7.8
P010557,12.4
P010558,17.93
P010559,4.55
P010560,16.94
P010561,11.76
P010562,6.02
P010563,8.74
P010564,10.75
P010565,13.02
P010566,15.73
P010567,8.75
P010568,12.42
P010569,10.04
P010570,5.36
P010571,15.08
P010572,7.94
P010573,6.47
P010574,14.48
P010575,10.78
P010576,17.85
P010577,6.91
P010578,16.95
P010579,5.1
P010580,8.41
P010581,6.77
P010582,17.93
P010583,8.27
P010584,8.15
P010585,10.05
P010586,16.25
P010587,11.68
P010588,5.1
P010589,14.52
P010590,10.57
P010591,8.53
P010592,10.78
P010593,11.57
P010594,6.22
P010595,14.97
P010596,16.44
P010597,10.57
P010598,13.98
P010599,17.43
P010600,7.54
P010601,5.03
P010602,15.64
P010603,11.16
P010604,4.39
P010605,8.31
P010606,10.91
P010607,12.43
P010608,14.0
P010609,13.15
P010610,6.96
P010611,7.45
P010612,14.57
P010613,14.65
P010614,16.55
P010615,15.52
P010616,5.94
P010617,16.37
P010618,5.84
P010619,11.03
P010620,16.95
P010621,10.49
P010622,8.45
P010623,4.19
P010624,11.18
P010625,10.83
P010626,16.57
P010627,17.7
P010628,9.05
P010629,8.95
P010630,7.96
P010631,14.13
P010632,7.21
P010633,8.68
P010634,9.71
P010635,16.64
P010636,8.42
P010637,17.36
P010638,14.44
P010639,7.65
P010640,11.55
P010641,14.1
P010642,11.93
P010643,9.83
P010644,16.22
P010645,15.23
P010646,8.99
P010647,4.82
P010648,12.64
P010649,9.05
P010650,13.01
P010651,16.74
P010652,11.42
P010653,13.05
P010654,14.98
P010655,4.77
P010656,11.74
P010657,7.32
P010658,14.73
P010659,10.75
P010660,9.53
P010661,13.96
P010662,7.81
P010663,6.42
P010664,9.89
P010665,6.83
P010666,13.47
P010667,9.53
P010668,9.98
P010669,7.65
P010670,17.01
P010671,6.23
P010672,4.62
P010673,10.92
P010674,10.42
P010675,13.58
P010676,7.23
P010677,13.02
P010678,5.54
P010679,8.97
P010680,12.27
P010681,10.53
P010682,7.04
P010683,10.56
P010684,16.57
P010685,16.18
P010686,6.32
P010687,15.71
P010688,10.41
P010689,15.31
P010690,7.13
P010691,14.32
P010692,11.56
P010693,8.8
P010694,7.01
P010695,16.26
P010696,7.21
P010697,16.79
P010698,14.52
P010699,16.23
P010700,16.4
P010701,11.24
P010702,13.87
P010703,15.0
P010704,14.87
P010705,12.02
P010706,11.03
P010707,6.88
P010708,16.74
P010709,13.98
P010710,8.5
P010711,7.56
P010712,6.01
P010713,12.27
P010714,11.12
P010715,10.35
P010716,11.61
P010717,16.19
P010718,8.02
P010719,5.27
P010720,11.91
P010721,4.63
P010722,9.28
P010723,11.37
P010724,16.96
P010725,6.87
P010726,9.0
P010727,7.36
P010728,17.98
P010729,16.75
P010730,7.14
P010731,14.05
P010732,6.64
P010733,11.73
P010734,16.16
P010735,16.39
P010736,6.4
P010737,13.47
P010738,9.48
P010739,17.95
P010740,12.12
P010741,10.89
P010742,17.16
P010743,17.21
P010744,13.05
P010745,9.3
P010746,5.05
P010747,13.25
P010748,13.69
P010749,9.79
P010750,5.7
P010751,16.23
P010752,16.75
P010753,14.17
P010754,15.2
P010755,8.02
P010756,8.81
P010757,13.47
P010758,13.02
P010759,4.4
P010760,8.05
P010761,9.04
P010762,8.2
P010763,6.16
P010764,7.55
P010765,9.84
P010766,4.51
P010767,11.34
P010768,4.71
P010769,5.59
P010770,16.31
P010771,7.91
P010772,17.48
P010773,14.13
P010774,8.07
P010775,8.57
P010776,7.44
P010777,14.73
P010778,16.33
P010779,10.34
P010780,14.91
P010781,8.21
P010782,11.56
P010783,10.06
P010784,12.53
P010785,14.45
P010786,11.99
P010787,15.19
P010788,14.28
P010789,16.58
P010790,15.14
P010791,7.48
P010792,14.35
P010793,5.44
P010794,7.02
P010795,6.64
P010796,11.35
P010797,5.14
P010798,15.16
P010799,5.42
P010800,6.01
P010801,11.76
P010802,17.37
P010803,12.06
P010804,6.68
P010805,8.82
P010806,14.11
P010807,10.41
P010808,4.04
P010809,9.93
P010810,13.19
P010811,10.34
P010812,11.86
P010813,7.78
P010814,11.84
P010815,4.05
P010816,5.39
P010817,9.31
P010818,14.26
P010819,4.75
P010820,4.58
P010821,7.81
P010822,14.54
P010823,13.47
P010824,4.56
P010825,16.25
P010826,15.24
P010827,5.67
P010828,10.75
P010829,7.22
P010830,10.66
P010831,8.1
P010832,9.36
P010833,17.62
P010834,17.11
P010835,5.4
P010836,7.09
P010837,9.0
P010838,12.71
P010839,12.81
P010840,13.73
P010841,16.14
P010842,16.56
P010843,16.82
P010844,7.27
P010845,5.86
P010846,6.28
P010847,5.13
P010848,14.47
P010849,6.57
P010850,14.11
P010851,15.06
P010852,4.48
P010853,11.26
P010854,13.33
P010855,16.1
